machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc	src
thanos-epyc7232p	gmp	8_min	19	fork_t2	2	0,1	e3e82d8dfcd9b7c3	2	0.76	0.748179	52	pdOPT	-5.3812637297885203e-01	11.6	ok	0	out_main/rows_Amin_t2.tsv
thanos-epyc7232p	gmp	8_min	19	fork_t2	2	0,1	e3e82d8dfcd9b7c3	3	0.76	0.747522	52	pdOPT	-5.3812637297885203e-01	11.6	ok	0	out_main/rows_Amin_t2.tsv
thanos-epyc7232p	gmp	10_min	74	up_t2	2	0,1	e3e82d8dfcd9b7c3	1	29.84	29.708682	61	pdOPT	-4.7926054387208136e-01	12.8	ok	0	out_main/rows_Amin_t2.tsv
thanos-epyc7232p	gmp	10_min	74	up_t2	2	0,1	e3e82d8dfcd9b7c3	2	29.85	29.718316	61	pdOPT	-4.7926054387208136e-01	12.9	ok	0	out_main/rows_Amin_t2.tsv
thanos-epyc7232p	gmp	10_min	74	up_t2	2	0,1	e3e82d8dfcd9b7c3	3	29.89	29.762923	61	pdOPT	-4.7926054387208136e-01	12.6	ok	0	out_main/rows_Amin_t2.tsv
thanos-epyc7232p	gmp	10_min	74	fork_t2	2	0,1	e3e82d8dfcd9b7c3	1	24.17	24.003977	61	pdOPT	-4.7926054387208136e-01	13.1	ok	0	out_main/rows_Amin_t2.tsv
thanos-epyc7232p	gmp	10_min	74	fork_t2	2	0,1	e3e82d8dfcd9b7c3	2	24.14	23.981650	61	pdOPT	-4.7926054387208136e-01	13.0	ok	0	out_main/rows_Amin_t2.tsv
thanos-epyc7232p	gmp	10_min	74	fork_t2	2	0,1	e3e82d8dfcd9b7c3	3	24.15	23.981197	61	pdOPT	-4.7926054387208136e-01	12.6	ok	0	out_main/rows_Amin_t2.tsv
thanos-epyc7232p	gmp	8_min	19	fork_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	1	0.76	0.751695	52	pdOPT	-5.3812637297885203e-01	11.7	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	8_min	19	fork_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	2	0.76	0.749481	52	pdOPT	-5.3812637297885203e-01	11.6	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	8_min	19	fork_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	3	0.78	0.770359	52	pdOPT	-5.3812637297885203e-01	11.6	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	8_min	19	up_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	1	0.73	0.726351	52	pdOPT	-5.3812637297885203e-01	11.7	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	8_min	19	up_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	2	0.73	0.718075	52	pdOPT	-5.3812637297885203e-01	11.6	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	8_min	19	up_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	3	0.73	0.721700	52	pdOPT	-5.3812637297885203e-01	11.6	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	10_min	74	fork_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	1	18.66	18.497034	61	pdOPT	-4.7926054387208136e-01	13.4	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	10_min	74	fork_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	2	18.77	18.602511	61	pdOPT	-4.7926054387208136e-01	13.5	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	10_min	74	fork_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	3	18.73	18.566343	61	pdOPT	-4.7926054387208136e-01	13.6	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	10_min	74	up_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	1	26.14	26.015347	61	pdOPT	-4.7926054387208136e-01	12.8	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	10_min	74	up_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	2	26.25	26.121319	61	pdOPT	-4.7926054387208136e-01	12.8	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	10_min	74	up_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	3	26.22	26.090387	61	pdOPT	-4.7926054387208136e-01	13.0	ok	0	out_main/rows_Amin_t4.tsv
thanos-epyc7232p	gmp	8_min	19	up_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	1	0.76	0.748766	52	pdOPT	-5.3812637297885203e-01	11.7	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	8_min	19	up_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	2	0.75	0.740235	52	pdOPT	-5.3812637297885203e-01	11.8	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	8_min	19	up_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	3	0.74	0.736896	52	pdOPT	-5.3812637297885203e-01	11.6	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	8_min	19	fork_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	1	0.76	0.751509	52	pdOPT	-5.3812637297885203e-01	11.7	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	8_min	19	fork_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	2	0.76	0.749018	52	pdOPT	-5.3812637297885203e-01	11.6	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	8_min	19	fork_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	3	0.76	0.753493	52	pdOPT	-5.3812637297885203e-01	11.7	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	10_min	74	up_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	1	24.44	24.307518	61	pdOPT	-4.7926054387208136e-01	12.9	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	10_min	74	up_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	2	24.54	24.414797	61	pdOPT	-4.7926054387208136e-01	12.9	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	10_min	74	up_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	3	24.44	24.310095	61	pdOPT	-4.7926054387208136e-01	12.9	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	10_min	74	fork_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	1	14.58	14.418705	61	pdOPT	-4.7926054387208136e-01	14.4	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	10_min	74	fork_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	2	14.88	14.714447	61	pdOPT	-4.7926054387208136e-01	14.6	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	10_min	74	fork_t8	8	0,1,2,3,4,5,6,7	e3e82d8dfcd9b7c3	3	14.59	14.417409	61	pdOPT	-4.7926054387208136e-01	14.2	ok	0	out_main/rows_Amin_t8.tsv
thanos-epyc7232p	gmp	control1	21	fork_t1	1	0	33f968827a10dca7	1	0.40	0.392123	46	pdOPT	1.7784626717523405e+01	11.6	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	control1	21	fork_t1	1	0	33f968827a10dca7	2	0.40	0.388635	46	pdOPT	1.7784626717523405e+01	11.5	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	control1	21	fork_t1	1	0	33f968827a10dca7	3	0.39	0.384509	46	pdOPT	1.7784626717523405e+01	11.6	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	control1	21	up_t1	1	0	33f968827a10dca7	1	0.29	0.284431	46	pdOPT	1.7784626717523405e+01	11.7	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	control1	21	up_t1	1	0	33f968827a10dca7	2	0.25	0.239898	46	pdOPT	1.7784626717523405e+01	11.5	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	control1	21	up_t1	1	0	33f968827a10dca7	3	0.24	0.235752	46	pdOPT	1.7784626717523405e+01	11.6	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	theta1	104	fork_t1	1	0	33f968827a10dca7	1	3.02	3.003428	43	pdOPT	2.3000000000000000e+01	11.6	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	theta1	104	fork_t1	1	0	33f968827a10dca7	2	3.04	3.023367	43	pdOPT	2.3000000000000000e+01	11.6	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	theta1	104	fork_t1	1	0	33f968827a10dca7	3	3.02	3.002530	43	pdOPT	2.3000000000000000e+01	11.7	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	theta1	104	up_t1	1	0	33f968827a10dca7	1	3.81	3.791452	43	pdOPT	2.3000000000000000e+01	11.6	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	theta1	104	up_t1	1	0	33f968827a10dca7	2	3.87	3.853529	43	pdOPT	2.3000000000000000e+01	11.8	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	theta1	104	up_t1	1	0	33f968827a10dca7	3	3.83	3.815241	43	pdOPT	2.3000000000000000e+01	11.8	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	gpp100	101	fork_t1	1	0	33f968827a10dca7	1	37.63	37.586446	61	pFEAS	-4.4943550775891146e+01	16.8	partial	3	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	gpp100	101	fork_t1	1	0	33f968827a10dca7	2	37.92	37.873900	61	pFEAS	-4.4943550775891146e+01	16.6	partial	3	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	gpp100	101	fork_t1	1	0	33f968827a10dca7	3	38.35	38.308478	61	pFEAS	-4.4943550775891146e+01	16.9	partial	3	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	gpp100	101	up_t1	1	0	33f968827a10dca7	1	44.06	44.012436	61	pFEAS	-4.4943550775891146e+01	17.4	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	gpp100	101	up_t1	1	0	33f968827a10dca7	2	44.43	44.380987	61	pFEAS	-4.4943550775891146e+01	17.5	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	gpp100	101	up_t1	1	0	33f968827a10dca7	3	44.66	44.608429	61	pFEAS	-4.4943550775891146e+01	17.5	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	truss5	208	fork_t1	1	0	33f968827a10dca7	1	12.03	11.992175	48	pdOPT	-1.3263567797250604e+02	12.7	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	truss5	208	fork_t1	1	0	33f968827a10dca7	2	12.12	12.083691	48	pdOPT	-1.3263567797250604e+02	12.7	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	truss5	208	fork_t1	1	0	33f968827a10dca7	3	12.25	12.213920	48	pdOPT	-1.3263567797250604e+02	12.6	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	truss5	208	up_t1	1	0	33f968827a10dca7	1	13.74	13.700618	48	pdOPT	-1.3263567797250604e+02	12.7	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	truss5	208	up_t1	1	0	33f968827a10dca7	2	13.69	13.658450	48	pdOPT	-1.3263567797250604e+02	12.8	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	truss5	208	up_t1	1	0	33f968827a10dca7	3	13.69	13.650641	48	pdOPT	-1.3263567797250604e+02	12.7	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	arch0	174	fork_t1	1	0	33f968827a10dca7	1	135.65	135.558002	53	pdOPT	5.6651727321592959e-01	34.1	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	arch0	174	fork_t1	1	0	33f968827a10dca7	2	136.10	136.014192	53	pdOPT	5.6651727321592959e-01	33.9	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	arch0	174	fork_t1	1	0	33f968827a10dca7	3	135.26	135.168531	53	pdOPT	5.6651727321592959e-01	34.1	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	arch0	174	up_t1	1	0	33f968827a10dca7	1	158.20	158.103383	53	pdOPT	5.6651727321592959e-01	36.3	ok	0	out_main/rows_Asdplib_t1.tsv
thanos-epyc7232p	gmp	arch0	174	up_t1	1	0	33f968827a10dca7	2	158.23	158.132385	53	pdOPT	5.6651727321592959e-01	35.8	ok	0	out_main/rows_Asdplib_t1.tsv
